sequence,urn,document,lexeme
676,urn:cts:compnov:bible.genesis:25.18,septuagint,ls.n20088
676,urn:cts:compnov:bible.genesis:25.18,septuagint,ls.n46529
677,urn:cts:compnov:bible.genesis:25.19,greek,lsj.n21902
677,urn:cts:compnov:bible.genesis:25.19,vulgate,ls.n46529
677,urn:cts:compnov:bible.genesis:25.19,vulgate,ls.n19570
677,urn:cts:compnov:bible.genesis:25.19,targum,ls.n46529
677,urn:cts:compnov:bible.genesis:25.19,septuagint,ls.n19570
678,urn:cts:compnov:bible.genesis:25.20,greek,lsj.n31130
678,urn:cts:compnov:bible.genesis:25.20,greek,lsj.n61791
678,urn:cts:compnov:bible.genesis:25.20,vulgate,ls.n46529
678,urn:cts:compnov:bible.genesis:25.20,vulgate,ls.n14847
678,urn:cts:compnov:bible.genesis:25.20,targum,ls.n46529
678,urn:cts:compnov:bible.genesis:25.20,targum,ls.n363
678,urn:cts:compnov:bible.genesis:25.20,septuagint,ls.n46529
678,urn:cts:compnov:bible.genesis:25.20,septuagint,ls.n363
679,urn:cts:compnov:bible.genesis:25.21,greek,lsjx.n98173
679,urn:cts:compnov:bible.genesis:25.21,vulgate,ls.n13241
679,urn:cts:compnov:bible.genesis:25.21,vulgate,ls.n46529
679,urn:cts:compnov:bible.genesis:25.21,vulgate,ls.n15868
679,urn:cts:compnov:bible.genesis:25.21,vulgate,ls.n16612
679,urn:cts:compnov:bible.genesis:25.21,vulgate,ls.n12628
679,urn:cts:compnov:bible.genesis:25.21,targum,ls.n46529
679,urn:cts:compnov:bible.genesis:25.21,septuagint,ls.n13241
679,urn:cts:compnov:bible.genesis:25.21,septuagint,ls.n46529
680,urn:cts:compnov:bible.genesis:25.22,greek,lsj.n31161
680,urn:cts:compnov:bible.genesis:25.22,greek,lsj.n22209
680,urn:cts:compnov:bible.genesis:25.22,vulgate,ls.n46529
680,urn:cts:compnov:bible.genesis:25.22,targum,ls.n46529
680,urn:cts:compnov:bible.genesis:25.22,targum,ls.n39941
680,urn:cts:compnov:bible.genesis:25.22,septuagint,ls.n13804
680,urn:cts:compnov:bible.genesis:25.22,septuagint,ls.n46529
681,urn:cts:compnov:bible.genesis:25.23,greek,lsj.n31161
681,urn:cts:compnov:bible.genesis:25.23,greek,lsj.n31130
681,urn:cts:compnov:bible.genesis:25.23,vulgate,ls.n41387
681,urn:cts:compnov:bible.genesis:25.23,vulgate,ls.n46529
681,urn:cts:compnov:bible.genesis:25.23,vulgate,ls.n14559
681,urn:cts:compnov:bible.genesis:25.23,vulgate,ls.n46824
681,urn:cts:compnov:bible.genesis:25.23,vulgate,ls.n43940
681,urn:cts:compnov:bible.genesis:25.23,targum,ls.n46529
681,urn:cts:compnov:bible.genesis:25.23,targum,ls.n14559
681,urn:cts:compnov:bible.genesis:25.23,targum,ls.n43940
681,urn:cts:compnov:bible.genesis:25.23,septuagint,ls.n46529
681,urn:cts:compnov:bible.genesis:25.23,septuagint,ls.n14559
681,urn:cts:compnov:bible.genesis:25.23,septuagint,ls.n46824
681,urn:cts:compnov:bible.genesis:25.23,septuagint,ls.n43940
682,urn:cts:compnov:bible.genesis:25.24,greek,lsj.n31130
682,urn:cts:compnov:bible.genesis:25.24,vulgate,ls.n46529
682,urn:cts:compnov:bible.genesis:25.24,targum,ls.n46529
682,urn:cts:compnov:bible.genesis:25.24,targum,ls.n33879
682,urn:cts:compnov:bible.genesis:25.24,septuagint,ls.n46529
682,urn:cts:compnov:bible.genesis:25.24,septuagint,ls.n33879
683,urn:cts:compnov:bible.genesis:25.25,vulgate,ls.n46529
683,urn:cts:compnov:bible.genesis:25.25,vulgate,ls.n47770
683,urn:cts:compnov:bible.genesis:25.25,vulgate,ls.n3134
683,urn:cts:compnov:bible.genesis:25.25,targum,ls.n46529
683,urn:cts:compnov:bible.genesis:25.25,targum,ls.n47770
683,urn:cts:compnov:bible.genesis:25.25,septuagint,ls.n46529
684,urn:cts:compnov:bible.genesis:25.26,greek,lsj.n52571
684,urn:cts:compnov:bible.genesis:25.26,greek,lsj.n31130
684,urn:cts:compnov:bible.genesis:25.26,vulgate,ls.n46529
684,urn:cts:compnov:bible.genesis:25.26,vulgate,ls.n30423
684,urn:cts:compnov:bible.genesis:25.26,targum,ls.n46529
684,urn:cts:compnov:bible.genesis:25.26,targum,ls.n19570
684,urn:cts:compnov:bible.genesis:25.26,septuagint,ls.n46529
684,urn:cts:compnov:bible.genesis:25.26,septuagint,ls.n33879
685,urn:cts:compnov:bible.genesis:25.27,greek,lsj.n31130
685,urn:cts:compnov:bible.genesis:25.27,greek,lsj.n72273
685,urn:cts:compnov:bible.genesis:25.27,vulgate,ls.n950
685,urn:cts:compnov:bible.genesis:25.27,vulgate,ls.n17516
685,urn:cts:compnov:bible.genesis:25.27,vulgate,ls.n46529
685,urn:cts:compnov:bible.genesis:25.27,vulgate,ls.n20088
685,urn:cts:compnov:bible.genesis:25.27,targum,ls.n11570
685,urn:cts:compnov:bible.genesis:25.27,targum,ls.n46529
685,urn:cts:compnov:bible.genesis:25.27,targum,ls.n34910
685,urn:cts:compnov:bible.genesis:25.27,septuagint,ls.n11570
685,urn:cts:compnov:bible.genesis:25.27,septuagint,ls.n46529
685,urn:cts:compnov:bible.genesis:25.27,septuagint,ls.n42976
685,urn:cts:compnov:bible.genesis:25.27,septuagint,ls.n20088
686,urn:cts:compnov:bible.genesis:25.28,vulgate,ls.n2280
686,urn:cts:compnov:bible.genesis:25.28,vulgate,ls.n15868
686,urn:cts:compnov:bible.genesis:25.28,targum,ls.n15157
687,urn:cts:compnov:bible.genesis:25.29,greek,lsj.n42827
687,urn:cts:compnov:bible.genesis:25.29,vulgate,ls.n50442
687,urn:cts:compnov:bible.genesis:25.29,targum,ls.n46529
688,urn:cts:compnov:bible.genesis:25.30,greek,lsj.n31161
688,urn:cts:compnov:bible.genesis:25.30,greek,lsj.n52571
688,urn:cts:compnov:bible.genesis:25.30,vulgate,ls.n14599
688,urn:cts:compnov:bible.genesis:25.30,vulgate,ls.n46529
688,urn:cts:compnov:bible.genesis:25.30,targum,ls.n13804
688,urn:cts:compnov:bible.genesis:25.30,targum,ls.n14599
688,urn:cts:compnov:bible.genesis:25.30,targum,ls.n46529
688,urn:cts:compnov:bible.genesis:25.30,septuagint,ls.n13804
688,urn:cts:compnov:bible.genesis:25.30,septuagint,ls.n46529
689,urn:cts:compnov:bible.genesis:25.31,greek,lsj.n31161
689,urn:cts:compnov:bible.genesis:25.31,vulgate,ls.n13804
689,urn:cts:compnov:bible.genesis:25.31,vulgate,ls.n50411
689,urn:cts:compnov:bible.genesis:25.31,targum,ls.n13804
689,urn:cts:compnov:bible.genesis:25.31,septuagint,ls.n13804
690,urn:cts:compnov:bible.genesis:25.32,greek,lsj.n31161
690,urn:cts:compnov:bible.genesis:25.32,vulgate,ls.n41387
690,urn:cts:compnov:bible.genesis:25.32,vulgate,ls.n29707
690,urn:cts:compnov:bible.genesis:25.32,septuagint,ls.n13804
691,urn:cts:compnov:bible.genesis:25.33,greek,lsj.n31161
691,urn:cts:compnov:bible.genesis:25.33,greek,lsj.n12485
691,urn:cts:compnov:bible.genesis:25.33,vulgate,ls.n25390
691,urn:cts:compnov:bible.genesis:25.33,vulgate,ls.n50411
691,urn:cts:compnov:bible.genesis:25.33,targum,ls.n13804
691,urn:cts:compnov:bible.genesis:25.33,targum,ls.n25390
691,urn:cts:compnov:bible.genesis:25.33,septuagint,ls.n13804
691,urn:cts:compnov:bible.genesis:25.33,septuagint,ls.n25390
692,urn:cts:compnov:bible.genesis:25.34,greek,lsj.n26447
692,urn:cts:compnov:bible.genesis:25.34,vulgate,ls.n363
692,urn:cts:compnov:bible.genesis:25.34,vulgate,ls.n5275
692,urn:cts:compnov:bible.genesis:25.34,vulgate,ls.n50411
692,urn:cts:compnov:bible.genesis:25.34,targum,ls.n12628
692,urn:cts:compnov:bible.genesis:25.34,targum,ls.n5275
692,urn:cts:compnov:bible.genesis:25.34,septuagint,ls.n12628
692,urn:cts:compnov:bible.genesis:25.34,septuagint,ls.n5275
693,urn:cts:compnov:bible.genesis:26.1,greek,lsj.n22209
693,urn:cts:compnov:bible.genesis:26.1,vulgate,ls.n33000
693,urn:cts:compnov:bible.genesis:26.1,vulgate,ls.n15868
693,urn:cts:compnov:bible.genesis:26.1,targum,ls.n46529
693,urn:cts:compnov:bible.genesis:26.1,septuagint,ls.n17516
693,urn:cts:compnov:bible.genesis:26.1,septuagint,ls.n46529
694,urn:cts:compnov:bible.genesis:26.2,greek,lsj.n74735
694,urn:cts:compnov:bible.genesis:26.2,greek,lsj.n31161
694,urn:cts:compnov:bible.genesis:26.2,vulgate,ls.n3120
694,urn:cts:compnov:bible.genesis:26.2,vulgate,ls.n13804
694,urn:cts:compnov:bible.genesis:26.2,targum,ls.n3120
694,urn:cts:compnov:bible.genesis:26.2,targum,ls.n13804
694,urn:cts:compnov:bible.genesis:26.2,targum,ls.n29751
694,urn:cts:compnov:bible.genesis:26.2,septuagint,ls.n3120
694,urn:cts:compnov:bible.genesis:26.2,septuagint,ls.n13804
694,urn:cts:compnov:bible.genesis:26.2,septuagint,ls.n20088
695,urn:cts:compnov:bible.genesis:26.3,greek,lsj.n31130
695,urn:cts:compnov:bible.genesis:26.3,greek,lsj.n26447
695,urn:cts:compnov:bible.genesis:26.3,greek,lsj.n51241
695,urn:cts:compnov:bible.genesis:26.3,vulgate,ls.n46529
695,urn:cts:compnov:bible.genesis:26.3,vulgate,ls.n14599
695,urn:cts:compnov:bible.genesis:26.3,vulgate,ls.n45100
695,urn:cts:compnov:bible.genesis:26.3,targum,ls.n20088
695,urn:cts:compnov:bible.genesis:26.3,targum,ls.n46529
695,urn:cts:compnov:bible.genesis:26.3,targum,ls.n14599
695,urn:cts:compnov:bible.genesis:26.3,targum,ls.n25390
695,urn:cts:compnov:bible.genesis:26.3,septuagint,ls.n20088
695,urn:cts:compnov:bible.genesis:26.3,septuagint,ls.n46529
695,urn:cts:compnov:bible.genesis:26.3,septuagint,ls.n14599
695,urn:cts:compnov:bible.genesis:26.3,septuagint,ls.n25390
696,urn:cts:compnov:bible.genesis:26.4,greek,lsj.n26447
696,urn:cts:compnov:bible.genesis:26.4,vulgate,ls.n29924
696,urn:cts:compnov:bible.genesis:26.4,vulgate,ls.n14599
696,urn:cts:compnov:bible.genesis:26.4,targum,ls.n29924
696,urn:cts:compnov:bible.genesis:26.4,targum,ls.n14599
696,urn:cts:compnov:bible.genesis:26.4,septuagint,ls.n29924
696,urn:cts:compnov:bible.genesis:26.4,septuagint,ls.n14599
697,urn:cts:compnov:bible.genesis:26.5,greek,lsj.n112559
697,urn:cts:compnov:bible.genesis:26.5,vulgate,ls.n15868
697,urn:cts:compnov:bible.genesis:26.5,vulgate,ls.n27841
697,urn:cts:compnov:bible.genesis:26.5,vulgate,ls.n43947
697,urn:cts:compnov:bible.genesis:26.5,targum,ls.n15868
697,urn:cts:compnov:bible.genesis:26.5,septuagint,ls.n15868
697,urn:cts:compnov:bible.genesis:26.5,septuagint,ls.n27841
698,urn:cts:compnov:bible.genesis:26.6,vulgate,ls.n27858
698,urn:cts:compnov:bible.genesis:26.6,vulgate,ls.n19512
698,urn:cts:compnov:bible.genesis:26.6,targum,ls.n20088
698,urn:cts:compnov:bible.genesis:26.6,targum,ls.n19512
698,urn:cts:compnov:bible.genesis:26.6,septuagint,ls.n20088
698,urn:cts:compnov:bible.genesis:26.6,septuagint,ls.n19512
699,urn:cts:compnov:bible.genesis:26.7,greek,lsj.n31161
699,urn:cts:compnov:bible.genesis:26.7,greek,lsj.n31130
699,urn:cts:compnov:bible.genesis:26.7,greek,lsj.n12973
699,urn:cts:compnov:bible.genesis:26.7,greek,lsj.n74735
699,urn:cts:compnov:bible.genesis:26.7,vulgate,ls.n41387
699,urn:cts:compnov:bible.genesis:26.7,vulgate,ls.n46529
699,urn:cts:compnov:bible.genesis:26.7,vulgate,ls.n48358
699,urn:cts:compnov:bible.genesis:26.7,vulgate,ls.n24257
699,urn:cts:compnov:bible.genesis:26.7,targum,ls.n46529
699,urn:cts:compnov:bible.genesis:26.7,targum,ls.n48358
699,urn:cts:compnov:bible.genesis:26.7,targum,ls.n13804
699,urn:cts:compnov:bible.genesis:26.7,targum,ls.n24257
699,urn:cts:compnov:bible.genesis:26.7,septuagint,ls.n13804
699,urn:cts:compnov:bible.genesis:26.7,septuagint,ls.n46529
699,urn:cts:compnov:bible.genesis:26.7,septuagint,ls.n48358
699,urn:cts:compnov:bible.genesis:26.7,septuagint,ls.n24257
700,urn:cts:compnov:bible.genesis:26.8,greek,lsj.n22209
700,urn:cts:compnov:bible.genesis:26.8,greek,lsj.n74735
700,urn:cts:compnov:bible.genesis:26.8,vulgate,ls.n29751
700,urn:cts:compnov:bible.genesis:26.8,vulgate,ls.n50883
700,urn:cts:compnov:bible.genesis:26.8,targum,ls.n17516
700,urn:cts:compnov:bible.genesis:26.8,targum,ls.n46529
700,urn:cts:compnov:bible.genesis:26.8,targum,ls.n29751
700,urn:cts:compnov:bible.genesis:26.8,septuagint,ls.n46529
701,urn:cts:compnov:bible.genesis:26.9,greek,lsj.n52571
701,urn:cts:compnov:bible.genesis:26.9,greek,lsj.n31161
701,urn:cts:compnov:bible.genesis:26.9,greek,lsj.n31130
701,urn:cts:compnov:bible.genesis:26.9,greek,lsj.n12641
701,urn:cts:compnov:bible.genesis:26.9,vulgate,ls.n15868
701,urn:cts:compnov:bible.genesis:26.9,vulgate,ls.n46529
701,urn:cts:compnov:bible.genesis:26.9,vulgate,ls.n41387
701,urn:cts:compnov:bible.genesis:26.9,vulgate,ls.n48358
701,urn:cts:compnov:bible.genesis:26.9,vulgate,ls.n29707
701,urn:cts:compnov:bible.genesis:26.9,targum,ls.n46529
701,urn:cts:compnov:bible.genesis:26.9,targum,ls.n13804
701,urn:cts:compnov:bible.genesis:26.9,targum,ls.n29707
701,urn:cts:compnov:bible.genesis:26.9,targum,ls.n15868
701,urn:cts:compnov:bible.genesis:26.9,septuagint,ls.n13804
701,urn:cts:compnov:bible.genesis:26.9,septuagint,ls.n46529
701,urn:cts:compnov:bible.genesis:26.9,septuagint,ls.n29707
702,urn:cts:compnov:bible.genesis:26.10,greek,lsj.n31161
702,urn:cts:compnov:bible.genesis:26.10,greek,lsj.n84234
702,urn:cts:compnov:bible.genesis:26.10,vulgate,ls.n13804
702,urn:cts:compnov:bible.genesis:26.10,vulgate,ls.n37193
702,urn:cts:compnov:bible.genesis:26.10,targum,ls.n46529
702,urn:cts:compnov:bible.genesis:26.10,targum,ls.n17516
702,urn:cts:compnov:bible.genesis:26.10,targum,ls.n13804
702,urn:cts:compnov:bible.genesis:26.10,septuagint,ls.n13804
702,urn:cts:compnov:bible.genesis:26.10,septuagint,ls.n17516
703,urn:cts:compnov:bible.genesis:26.11,greek,lsj.n62205
703,urn:cts:compnov:bible.genesis:26.11,vulgate,ls.n47460
703,urn:cts:compnov:bible.genesis:26.11,vulgate,ls.n29707
703,urn:cts:compnov:bible.genesis:26.11,targum,ls.n31073
703,urn:cts:compnov:bible.genesis:26.11,targum,ls.n29707
703,urn:cts:compnov:bible.genesis:26.11,septuagint,ls.n47460
703,urn:cts:compnov:bible.genesis:26.11,septuagint,ls.n46529
704,urn:cts:compnov:bible.genesis:26.12,vulgate,ls.n43883
704,urn:cts:compnov:bible.genesis:26.12,vulgate,ls.n24717
704,urn:cts:compnov:bible.genesis:26.12,targum,ls.n43521
704,urn:cts:compnov:bible.genesis:26.12,targum,ls.n24717
704,urn:cts:compnov:bible.genesis:26.12,targum,ls.n1392
704,urn:cts:compnov:bible.genesis:26.12,septuagint,ls.n43521
704,urn:cts:compnov:bible.genesis:26.12,septuagint,ls.n24717
705,urn:cts:compnov:bible.genesis:26.13,greek,lsj.n22209
705,urn:cts:compnov:bible.genesis:26.13,vulgate,ls.n46529
705,urn:cts:compnov:bible.genesis:26.13,vulgate,ls.n15868
705,urn:cts:compnov:bible.genesis:26.13,vulgate,ls.n38618
705,urn:cts:compnov:bible.genesis:26.13,targum,ls.n11570
705,urn:cts:compnov:bible.genesis:26.13,targum,ls.n15868
705,urn:cts:compnov:bible.genesis:26.13,targum,ls.n29924
705,urn:cts:compnov:bible.genesis:26.13,septuagint,ls.n46529
705,urn:cts:compnov:bible.genesis:26.13,septuagint,ls.n38618
705,urn:cts:compnov:bible.genesis:26.13,septuagint,ls.n17516
706,urn:cts:compnov:bible.genesis:26.14,greek,lsj.n22209
706,urn:cts:compnov:bible.genesis:26.14,vulgate,ls.n20077
706,urn:cts:compnov:bible.genesis:26.14,targum,ls.n46529
706,urn:cts:compnov:bible.genesis:26.14,targum,ls.n50883
706,urn:cts:compnov:bible.genesis:26.14,septuagint,ls.n46529
707,urn:cts:compnov:bible.genesis:26.15,vulgate,ls.n43940
707,urn:cts:compnov:bible.genesis:26.15,targum,ls.n43940
707,urn:cts:compnov:bible.genesis:26.15,septuagint,ls.n43940
708,urn:cts:compnov:bible.genesis:26.16,greek,lsj.n31161
708,urn:cts:compnov:bible.genesis:26.16,greek,lsj.n22209
708,urn:cts:compnov:bible.genesis:26.16,vulgate,ls.n13804
708,urn:cts:compnov:bible.genesis:26.16,vulgate,ls.n17516
708,urn:cts:compnov:bible.genesis:26.16,vulgate,ls.n46529
708,urn:cts:compnov:bible.genesis:26.16,targum,ls.n17516
708,urn:cts:compnov:bible.genesis:26.16,targum,ls.n46529
708,urn:cts:compnov:bible.genesis:26.16,septuagint,ls.n13804
708,urn:cts:compnov:bible.genesis:26.16,septuagint,ls.n17516
708,urn:cts:compnov:bible.genesis:26.16,septuagint,ls.n46529
709,urn:cts:compnov:bible.genesis:26.17,vulgate,ls.n50442
709,urn:cts:compnov:bible.genesis:26.17,vulgate,ls.n20088
709,urn:cts:compnov:bible.genesis:26.17,targum,ls.n20088
709,urn:cts:compnov:bible.genesis:26.17,targum,ls.n19512
709,urn:cts:compnov:bible.genesis:26.17,targum,ls.n29751
709,urn:cts:compnov:bible.genesis:26.17,targum,ls.n46529
709,urn:cts:compnov:bible.genesis:26.17,septuagint,ls.n27858
709,urn:cts:compnov:bible.genesis:26.17,septuagint,ls.n20088
710,urn:cts:compnov:bible.genesis:26.18,greek,lsj.n12641
710,urn:cts:compnov:bible.genesis:26.18,vulgate,ls.n43940
710,urn:cts:compnov:bible.genesis:26.18,vulgate,ls.n29707
710,urn:cts:compnov:bible.genesis:26.18,vulgate,ls.n3134
710,urn:cts:compnov:bible.genesis:26.18,targum,ls.n46529
710,urn:cts:compnov:bible.genesis:26.18,targum,ls.n29707
710,urn:cts:compnov:bible.genesis:26.18,targum,ls.n3134
710,urn:cts:compnov:bible.genesis:26.18,septuagint,ls.n43940
710,urn:cts:compnov:bible.genesis:26.18,septuagint,ls.n29707
710,urn:cts:compnov:bible.genesis:26.18,septuagint,ls.n46529
710,urn:cts:compnov:bible.genesis:26.18,septuagint,ls.n31146
711,urn:cts:compnov:bible.genesis:26.19,greek,lsj.n46123
711,urn:cts:compnov:bible.genesis:26.19,vulgate,ls.n51238
711,urn:cts:compnov:bible.genesis:26.19,targum,ls.n43940
711,urn:cts:compnov:bible.genesis:26.19,targum,ls.n24717
711,urn:cts:compnov:bible.genesis:26.19,septuagint,ls.n43940
711,urn:cts:compnov:bible.genesis:26.19,septuagint,ls.n24717
712,urn:cts:compnov:bible.genesis:26.20,greek,lsj.n110407
712,urn:cts:compnov:bible.genesis:26.20,greek,lsj.n31130
712,urn:cts:compnov:bible.genesis:26.20,greek,lsj.n52571
712,urn:cts:compnov:bible.genesis:26.20,greek,lsj.n1377
712,urn:cts:compnov:bible.genesis:26.20,vulgate,ls.n46529
712,urn:cts:compnov:bible.genesis:26.20,vulgate,ls.n13804
712,urn:cts:compnov:bible.genesis:26.20,vulgate,ls.n15868
712,urn:cts:compnov:bible.genesis:26.20,targum,ls.n46529
712,urn:cts:compnov:bible.genesis:26.20,targum,ls.n19512
712,urn:cts:compnov:bible.genesis:26.20,targum,ls.n13804
712,urn:cts:compnov:bible.genesis:26.20,targum,ls.n15868
712,urn:cts:compnov:bible.genesis:26.20,septuagint,ls.n39477
712,urn:cts:compnov:bible.genesis:26.20,septuagint,ls.n13804
713,urn:cts:compnov:bible.genesis:26.21,vulgate,ls.n46529
713,urn:cts:compnov:bible.genesis:26.21,vulgate,ls.n3134
713,urn:cts:compnov:bible.genesis:26.21,targum,ls.n46529
713,urn:cts:compnov:bible.genesis:26.21,septuagint,ls.n38618
713,urn:cts:compnov:bible.genesis:26.21,septuagint,ls.n46529
714,urn:cts:compnov:bible.genesis:26.22,greek,lsj.n62205
714,urn:cts:compnov:bible.genesis:26.22,vulgate,ls.n38618
714,urn:cts:compnov:bible.genesis:26.22,vulgate,ls.n10770
714,urn:cts:compnov:bible.genesis:26.22,vulgate,ls.n13804
714,urn:cts:compnov:bible.genesis:26.22,vulgate,ls.n17516
714,urn:cts:compnov:bible.genesis:26.22,vulgate,ls.n11570
714,urn:cts:compnov:bible.genesis:26.22,targum,ls.n46529
714,urn:cts:compnov:bible.genesis:26.22,targum,ls.n11570
714,urn:cts:compnov:bible.genesis:26.22,targum,ls.n17516
714,urn:cts:compnov:bible.genesis:26.22,septuagint,ls.n38618
714,urn:cts:compnov:bible.genesis:26.22,septuagint,ls.n15868
714,urn:cts:compnov:bible.genesis:26.22,septuagint,ls.n13804
714,urn:cts:compnov:bible.genesis:26.22,septuagint,ls.n4470
716,urn:cts:compnov:bible.genesis:26.24,greek,lsj.n74735
716,urn:cts:compnov:bible.genesis:26.24,greek,lsj.n31161
716,urn:cts:compnov:bible.genesis:26.24,vulgate,ls.n3120
716,urn:cts:compnov:bible.genesis:26.24,vulgate,ls.n13804
716,urn:cts:compnov:bible.genesis:26.24,vulgate,ls.n46529
716,urn:cts:compnov:bible.genesis:26.24,vulgate,ls.n48358
716,urn:cts:compnov:bible.genesis:26.24,vulgate,ls.n29924
716,urn:cts:compnov:bible.genesis:26.24,targum,ls.n3120
716,urn:cts:compnov:bible.genesis:26.24,targum,ls.n48358
716,urn:cts:compnov:bible.genesis:26.24,targum,ls.n46529
716,urn:cts:compnov:bible.genesis:26.24,targum,ls.n29924
716,urn:cts:compnov:bible.genesis:26.24,septuagint,ls.n3120
716,urn:cts:compnov:bible.genesis:26.24,septuagint,ls.n13804
716,urn:cts:compnov:bible.genesis:26.24,septuagint,ls.n46529
716,urn:cts:compnov:bible.genesis:26.24,septuagint,ls.n48358
716,urn:cts:compnov:bible.genesis:26.24,septuagint,ls.n29924
717,urn:cts:compnov:bible.genesis:26.25,greek,lsjx.n39550
717,urn:cts:compnov:bible.genesis:26.25,vulgate,ls.n43940
717,urn:cts:compnov:bible.genesis:26.25,targum,ls.n47751
717,urn:cts:compnov:bible.genesis:26.25,targum,ls.n43940
717,urn:cts:compnov:bible.genesis:26.25,septuagint,ls.n18150
717,urn:cts:compnov:bible.genesis:26.25,septuagint,ls.n43940
718,urn:cts:compnov:bible.genesis:26.26,vulgate,ls.n50442
718,urn:cts:compnov:bible.genesis:26.26,vulgate,ls.n19512
718,urn:cts:compnov:bible.genesis:26.26,targum,ls.n19512
718,urn:cts:compnov:bible.genesis:26.26,septuagint,ls.n15868
718,urn:cts:compnov:bible.genesis:26.26,septuagint,ls.n19512
719,urn:cts:compnov:bible.genesis:26.27,greek,lsj.n31161
719,urn:cts:compnov:bible.genesis:26.27,greek,lsj.n42827
719,urn:cts:compnov:bible.genesis:26.27,vulgate,ls.n26988
719,urn:cts:compnov:bible.genesis:26.27,vulgate,ls.n46529
719,urn:cts:compnov:bible.genesis:26.27,vulgate,ls.n50442
719,urn:cts:compnov:bible.genesis:26.27,targum,ls.n13804
719,urn:cts:compnov:bible.genesis:26.27,targum,ls.n14028
719,urn:cts:compnov:bible.genesis:26.27,septuagint,ls.n13804
720,urn:cts:compnov:bible.genesis:26.28,greek,lsj.n74735
720,urn:cts:compnov:bible.genesis:26.28,greek,lsj.n31130
720,urn:cts:compnov:bible.genesis:26.28,greek,lsj.n22209
720,urn:cts:compnov:bible.genesis:26.28,vulgate,ls.n41387
720,urn:cts:compnov:bible.genesis:26.28,vulgate,ls.n50883
720,urn:cts:compnov:bible.genesis:26.28,vulgate,ls.n13804
720,urn:cts:compnov:bible.genesis:26.28,vulgate,ls.n46529
720,urn:cts:compnov:bible.genesis:26.28,targum,ls.n13804
720,urn:cts:compnov:bible.genesis:26.28,targum,ls.n46529
720,urn:cts:compnov:bible.genesis:26.28,septuagint,ls.n13804
720,urn:cts:compnov:bible.genesis:26.28,septuagint,ls.n46529
720,urn:cts:compnov:bible.genesis:26.28,septuagint,ls.n14341
721,urn:cts:compnov:bible.genesis:26.29,greek,lsj.n114548
721,urn:cts:compnov:bible.genesis:26.29,vulgate,ls.n17516
721,urn:cts:compnov:bible.genesis:26.29,vulgate,ls.n14028
721,urn:cts:compnov:bible.genesis:26.29,vulgate,ls.n4470
721,urn:cts:compnov:bible.genesis:26.29,targum,ls.n17516
721,urn:cts:compnov:bible.genesis:26.29,targum,ls.n31073
721,urn:cts:compnov:bible.genesis:26.29,targum,ls.n14028
721,urn:cts:compnov:bible.genesis:26.29,targum,ls.n46529
721,urn:cts:compnov:bible.genesis:26.29,septuagint,ls.n17516
721,urn:cts:compnov:bible.genesis:26.29,septuagint,ls.n46529
721,urn:cts:compnov:bible.genesis:26.29,septuagint,ls.n14028
722,urn:cts:compnov:bible.genesis:26.30,greek,lsj.n84234
722,urn:cts:compnov:bible.genesis:26.30,vulgate,ls.n17516
722,urn:cts:compnov:bible.genesis:26.30,targum,ls.n17516
722,urn:cts:compnov:bible.genesis:26.30,targum,ls.n5275
722,urn:cts:compnov:bible.genesis:26.30,septuagint,ls.n5275
723,urn:cts:compnov:bible.genesis:26.31,vulgate,ls.n27858
723,urn:cts:compnov:bible.genesis:26.31,vulgate,ls.n25390
723,urn:cts:compnov:bible.genesis:26.31,vulgate,ls.n14028
723,urn:cts:compnov:bible.genesis:26.31,targum,ls.n27858
723,urn:cts:compnov:bible.genesis:26.31,targum,ls.n25390
723,urn:cts:compnov:bible.genesis:26.31,targum,ls.n14028
723,urn:cts:compnov:bible.genesis:26.31,targum,ls.n38618
723,urn:cts:compnov:bible.genesis:26.31,targum,ls.n46529
723,urn:cts:compnov:bible.genesis:26.31,targum,ls.n15868
723,urn:cts:compnov:bible.genesis:26.31,septuagint,ls.n27858
723,urn:cts:compnov:bible.genesis:26.31,septuagint,ls.n25390
723,urn:cts:compnov:bible.genesis:26.31,septuagint,ls.n14028
723,urn:cts:compnov:bible.genesis:26.31,septuagint,ls.n15868
724,urn:cts:compnov:bible.genesis:26.32,greek,lsj.n22209
724,urn:cts:compnov:bible.genesis:26.32,greek,lsj.n77847
724,urn:cts:compnov:bible.genesis:26.32,vulgate,ls.n50442
724,urn:cts:compnov:bible.genesis:26.32,vulgate,ls.n43940
724,urn:cts:compnov:bible.genesis:26.32,vulgate,ls.n13804
724,urn:cts:compnov:bible.genesis:26.32,vulgate,ls.n24717
724,urn:cts:compnov:bible.genesis:26.32,targum,ls.n46529
724,urn:cts:compnov:bible.genesis:26.32,targum,ls.n43940
724,urn:cts:compnov:bible.genesis:26.32,targum,ls.n13804
724,urn:cts:compnov:bible.genesis:26.32,targum,ls.n24717
724,urn:cts:compnov:bible.genesis:26.32,septuagint,ls.n17516
724,urn:cts:compnov:bible.genesis:26.32,septuagint,ls.n46529
724,urn:cts:compnov:bible.genesis:26.32,septuagint,ls.n43940
724,urn:cts:compnov:bible.genesis:26.32,septuagint,ls.n13804
724,urn:cts:compnov:bible.genesis:26.32,septuagint,ls.n24717
725,urn:cts:compnov:bible.genesis:26.33,greek,lsj.n52571
